Running on: cuda:1
Files already downloaded and verified
Feature extractor: resnet18
Pre-trained weights not found. Training from scratch.
20.01806131998698 32.89241933822632 87.21594858169556
21.12635326385498 32.891565799713135 93.86655378341675
20.59656302134196 32.957101821899414 90.62227630615234
18.64072593053182 32.93920612335205 78.90514945983887
19.345001538594563 32.95599174499512 83.11401748657227
19.98749764760335 32.82707118988037 87.09791469573975
19.923667589823406 32.85667133331299 86.68533420562744
19.62289841969808 32.80774450302124 84.92964601516724
20.556694348653156 32.90128231048584 90.4388837814331
20.243069330851238 32.94107246398926 88.51734352111816
19.361968676249187 32.78994607925415 83.38186597824097
23.402291297912598 32.82295370101929 107.5907940864563
18.480915705362957 32.789424896240234 78.0960693359375
20.920079867045086 32.90382719039917 92.61665201187134
19.711432774861652 32.851139545440674 85.41745710372925
19.87520408630371 32.78037214279175 86.47085237503052
21.830439885457356 32.77518177032471 98.20745754241943
21.93654155731201 32.852806091308594 98.76644325256348
19.78655497233073 32.74848556518555 85.97084426879883
19.377885818481445 32.74274778366089 83.52456712722778
21.971691131591797 32.8200249671936 99.01012182235718
20.632129669189453 32.77543544769287 91.01734256744385
19.32416756947835 32.826539516448975 83.11846590042114
19.736845016479492 32.78783845901489 85.63323163986206
21.7322572072347 32.794209003448486 97.59933423995972
19.302956581115723 32.84093379974365 82.97680568695068
20.639270464579266 32.7576961517334 91.07792663574219
22.610639890034992 32.70634174346924 102.95749759674072
19.966883023579914 32.741785526275635 87.05951261520386
20.432458241780598 32.64002799987793 89.95472145080566
20.731502850850422 32.65810585021973 91.73091125488281
19.832837740580242 32.68451404571533 86.31251239776611
19.510506947835285 32.87566900253296 84.18737268447876
22.487568219502766 32.72400903701782 102.20140027999878
18.510040124257404 32.73611259460449 78.32412815093994
19.777806599934895 32.719332695007324 85.94750690460205
19.63692633310954 32.76059913635254 85.06095886230469
21.739527702331543 32.645731925964355 97.7914342880249
20.611003875732422 32.72817897796631 90.93784427642822
21.450180689493816 32.71019268035889 95.990891456604
19.341700553894043 32.83997964859009 83.21022367477417
19.89470609029134 32.758026123046875 86.61021041870117
19.825966199239094 32.73849058151245 86.21730661392212
20.130118370056152 32.699782371520996 88.08092784881592
20.003089269002277 32.78684854507446 87.23168706893921
21.294169425964355 32.71079206466675 95.05422449111938
20.666098912556965 32.597829818725586 91.39876365661621
23.924126942952473 32.635024070739746 110.9097375869751
21.001265207926433 32.626774311065674 93.38081693649292
21.748053232828777 32.637067794799805 97.85125160217285
19.94542344411214 32.62616539001465 87.0463752746582
20.917070388793945 32.77909469604492 92.72332763671875
21.417194366455078 32.65410852432251 95.84905767440796
20.830695788065594 32.728647232055664 92.25552749633789
20.3783597946167 32.655734062194824 89.61442470550537
22.23300902048747 32.65991258621216 100.73814153671265
22.83061408996582 32.56467390060425 104.41901063919067
20.27639929453532 32.610215187072754 89.04818058013916
20.73279857635498 32.628174781799316 91.76861667633057
20.847200393676758 32.55328369140625 92.5299186706543
20.368830998738606 32.73020935058594 89.4827766418457
18.615671157836914 32.6898775100708 79.00414943695068
20.66494592030843 32.674723625183105 91.31495189666748
19.36131191253662 32.65707492828369 83.51079654693604
21.19083054860433 32.647878646850586 94.49710464477539
23.2807518641154 32.603848934173584 107.0806622505188
22.282014846801758 32.57528734207153 101.11680173873901
21.631670316060383 32.80380153656006 96.98622035980225
22.203616460164387 32.596951961517334 100.624746799469
20.317883491516113 32.611244201660156 89.29605674743652
19.990583419799805 32.555978298187256 87.38752222061157
20.95565382639567 32.64036512374878 93.09355783462524
20.24738597869873 32.475677490234375 89.00863838195801
22.571593920389812 32.48995065689087 102.939612865448
24.14224116007487 32.730520248413086 112.12292671203613
20.60939820607503 32.55512619018555 91.10126304626465
21.92376168568929 32.566890716552734 98.97567939758301
21.17422580718994 32.517613887786865 94.52774095535278
22.95051097869873 32.55982303619385 105.14324283599854
19.85953680674235 32.62330770492554 86.53391313552856
20.83858839670817 32.54934740066528 92.48218297958374
20.45912965138753 32.4702935218811 90.28448438644409
20.384471257527668 32.648619651794434 89.65820789337158
20.738154729207356 32.62813472747803 91.80079364776611
20.460593541463215 32.65831279754639 90.10524845123291
21.24391523996989 32.6305136680603 94.83297777175903
21.37719790140788 32.47830152511597 95.7848858833313
21.820014635721844 32.52418851852417 98.39589929580688
23.055450121561687 32.64074468612671 105.69195604324341
21.454172134399414 32.57423448562622 96.15079832077026
25.087300300598145 32.487067222595215 118.03673458099365
21.152783393859863 32.49182748794556 94.42487287521362
20.905160586039226 32.49602460861206 92.93493890762329
21.713673273722332 32.530030250549316 97.75200939178467
21.00862757364909 32.53428649902344 93.5174789428711
20.293999989827473 32.488136768341064 89.27586317062378
23.255491892496746 32.518646240234375 107.0143051147461
21.958492596944172 32.50302028656006 99.24793529510498
21.41657257080078 32.48232936859131 96.01710605621338
23.7708002726237 32.61428451538086 110.01051712036133
20.522155443827312 32.499199867248535 90.63373279571533
20.696036020914715 32.58082962036133 91.59538650512695
20.765321413675945 32.50601100921631 92.08591747283936
19.20491600036621 32.44613790512085 82.78335809707642
22.115442276000977 32.503950119018555 100.1887035369873
24.95518747965495 32.48737573623657 117.24374914169312
22.962730089823406 32.39733648300171 105.37904405593872
20.298223813374836 32.466575622558594 89.32276725769043
22.05642573038737 32.531644344329834 99.80691003799438
21.830929438273113 32.43903875350952 98.54653787612915
19.15665276845296 32.438220500946045 82.50169610977173
23.062813758850098 32.44064950942993 105.93623304367065
22.646142959594727 32.52020072937012 103.35665702819824
20.439462025960285 32.51692342758179 90.11984872817993
21.85747718811035 32.55992555618286 98.58493757247925
20.803100903828938 32.47583723068237 92.34276819229126
20.990964889526367 32.40734338760376 93.53844594955444
22.942673365275066 32.392183780670166 105.26385641098022
19.96070925394694 32.47791862487793 87.28633689880371
20.34611701965332 32.39594507217407 89.68075704574585
20.105404535929363 32.42150402069092 88.21092319488525
20.39744249979655 32.41078424453735 89.97387075424194
19.858106295267742 32.499266624450684 86.64937114715576
23.321828206380207 32.413578510284424 107.51739072799683
22.561254183451336 32.44669198989868 102.92083311080933
20.959134101867676 32.42679691314697 93.32800769805908
21.50347836812337 32.463648319244385 96.55722188949585
20.621484756469727 32.439393043518066 91.2895154953003
20.752169609069824 32.46968746185303 92.04333019256592
20.404849370320637 32.29077100753784 90.13832521438599
20.647902488708496 32.29689693450928 91.5905179977417
21.807959874471027 32.34016036987305 98.50759887695312
23.707913716634113 32.396204471588135 109.85127782821655
20.7528076171875 32.38416862487793 92.13267707824707
20.94738833109538 32.34486246109009 93.33946752548218
21.09905179341634 32.43484878540039 94.15946197509766
23.98561191558838 32.483389377593994 111.43028211593628
23.087353706359863 32.4556450843811 106.06847715377808
23.38161055246989 32.448750495910645 107.84091281890869
20.987546920776367 32.33173370361328 93.59354782104492
22.30513858795166 32.33843946456909 101.49239206314087
21.252339680989582 32.30628776550293 95.20775032043457
20.85043716430664 32.37638759613037 92.72623538970947
22.295252482096355 32.304946422576904 101.46656847000122
24.16560649871826 32.33769464492798 112.65594434738159
19.675791422526043 32.36821126937866 85.68653726577759
21.789132436116535 32.42990589141846 98.30488872528076
21.529624303181965 32.32832908630371 96.84941673278809
23.0738582611084 32.48259258270264 105.96055698394775
19.706767717997234 32.28754138946533 85.95306491851807
21.40631039937337 32.34437036514282 96.09349203109741
21.510255813598633 32.29418897628784 96.76734590530396
20.75247287750244 32.43167734146118 92.08315992355347
25.23753833770752 32.404125690460205 119.02110433578491
22.85350513458252 32.31884431838989 104.80218648910522
21.044467290242512 32.3708701133728 93.89593362808228
20.682564735412598 32.37095642089844 91.72443199157715
24.72154935201009 32.33780860900879 115.99148750305176
21.83288033803304 32.23644399642944 98.7608380317688
18.992401440938313 32.37690019607544 81.57750844955444
23.42177168528239 32.32778072357178 108.20284938812256
22.448150634765625 32.351033210754395 102.33787059783936
20.529028574625652 32.185091495513916 90.98907995223999
23.435180346171062 32.33764362335205 108.27343845367432
21.273977279663086 32.43360900878906 95.21025466918945
20.88545799255371 32.37581443786621 92.93693351745605
21.586960156758625 32.21292495727539 97.30883598327637
20.354158719380695 32.30608606338501 89.81886625289917
24.147850036621094 32.17430353164673 112.71279668807983
22.327907880147297 32.444035053253174 101.52341222763062
22.13922945658366 32.34233808517456 100.49303865432739
19.65319760640462 32.23953723907471 85.67964839935303
21.759214719136555 32.18129587173462 98.37399244308472
21.8730951944987 32.17523717880249 99.0633339881897
20.680163383483887 32.35426664352417 91.72671365737915
20.72986380259196 32.27175807952881 92.10742473602295
20.43809763590495 32.233285903930664 90.39529991149902
22.488330523173016 32.28963088989258 102.64035224914551
19.51653258005778 32.29147958755493 84.80771589279175
20.079372723897297 32.186898708343506 88.28933763504028
25.01003583272298 32.39550495147705 117.66471004486084
22.054785410563152 32.29137325286865 100.03733921051025
20.85984706878662 32.22628974914551 92.93279266357422
24.804494857788086 32.25114059448242 116.5758285522461
19.892841657002766 32.33054971694946 87.02650022506714
20.751158396402996 32.23003387451172 92.27691650390625
20.645081837972004 32.26030969619751 91.61018133163452
21.000501314798992 32.16784906387329 93.83515882492065
26.10768922170003 32.24595260620117 124.40018272399902
22.607399622599285 32.26139497756958 103.38300275802612
22.246361414591473 32.22314500808716 101.25502347946167
22.00894610087077 32.27817678451538 99.77549982070923
22.55711841583252 32.19760608673096 103.14510440826416
23.241293907165527 32.21602725982666 107.2317361831665
20.596559524536133 32.186174392700195 91.3931827545166
21.806049664815266 32.237059593200684 98.59923839569092
22.11085383097331 32.292465686798096 100.37265729904175
20.340182940165203 32.28211736679077 89.75898027420044
20.292996724446613 32.1320595741272 89.62592077255249
22.342809677124023 32.370906829833984 101.68595123291016
20.254686037699383 32.196823596954346 89.33129262924194
21.51556936899821 32.337467193603516 96.75594902038574
22.367202123006184 32.3078293800354 101.89538335800171
20.218469937642414 32.26573896408081 89.04508066177368
20.71615727742513 32.235679626464844 92.06126403808594
20.357379913330078 32.22820043563843 89.91607904434204
21.949849764506023 32.26619100570679 99.43290758132935
23.180981318155926 32.1677451133728 106.91814279556274
22.39031442006429 32.29025220870972 102.05163431167603
22.516156514485676 32.23176908493042 102.86517000198364
21.21358871459961 32.16312789916992 95.11840438842773
23.003838857014973 32.17678117752075 105.84625196456909
21.65331236521403 32.237082958221436 97.68279123306274
23.97842248280843 32.2511191368103 111.61941576004028
20.937101364135742 32.23424530029297 93.38836288452148
22.00692335764567 32.253615856170654 99.78792428970337
24.03928279876709 32.18720006942749 112.04849672317505
24.336271286010742 32.23856163024902 113.77906608581543
25.168161074320476 32.12750196456909 118.88146448135376
23.76512082417806 32.21218967437744 110.37853527069092
23.083040873209637 32.15619611740112 106.34204912185669
21.952376047770183 32.21301031112671 99.50124597549438
22.501856803894043 32.22961473464966 102.7815260887146
20.687724431355793 32.161367416381836 91.96497917175293
22.097324053446453 32.363582134246826 100.22036218643188
21.60815715789795 32.19576978683472 97.45317316055298
21.6599760055542 32.10688495635986 97.85297107696533
21.165864944458008 32.15463590621948 94.84055376052856
23.44825267791748 32.18570566177368 108.5038104057312
21.10110378265381 32.11282014846802 94.49380254745483
25.43478997548421 32.18812036514282 120.42061948776245
22.387654622395832 32.10322046279907 102.22270727157593
21.357803344726562 32.06057691574097 96.08624315261841
22.824717203776043 32.18204736709595 104.7662558555603
21.770889600118 32.273990631103516 98.35134696960449
23.463666280110676 32.13259506225586 108.6494026184082
22.685290654500324 32.04404306411743 104.06770086288452
25.49633566538493 32.12884855270386 120.84916543960571
24.466824849446613 32.167213439941406 114.63373565673828
23.359122276306152 32.14500904083252 108.0097246170044
23.053211212158203 32.16065692901611 106.1586103439331
20.754053751627605 32.118027210235596 92.40629529953003
20.88462956746419 32.06294107437134 93.24483633041382
23.03316307067871 32.20537185668945 105.99360656738281
23.08148701985677 32.21615982055664 106.27276229858398
21.44251887003581 32.02096700668335 96.6341462135315
20.37932809193929 32.08212184906006 90.19384670257568
28.99941635131836 32.15865421295166 141.8378438949585
21.93286418914795 32.12389612197876 99.47328901290894
22.497120539347332 32.152562618255615 102.83016061782837
19.761579831441242 32.11266469955444 86.45681428909302
24.787533124287922 32.239935874938965 116.48526287078857
22.48696009318034 32.22771120071411 102.69404935836792
22.65766175587972 32.07517194747925 103.87079858779907
23.446048100789387 32.1442756652832 108.53201293945312
22.09619967142741 32.12238597869873 100.45481204986572
22.169696807861328 32.15928888320923 100.85889196395874
20.36189365386963 32.037567138671875 90.1337947845459
21.93132781982422 32.12154722213745 99.46641969680786
24.343765258789062 32.097572803497314 113.96501874923706
21.606351852416992 32.1762900352478 97.46182107925415
24.061773935953777 32.123406410217285 112.24723720550537
23.950599034627277 32.095887184143066 111.6077070236206
21.84521484375 32.201348304748535 98.86994075775146
24.46527926127116 32.1661639213562 114.62551164627075
23.543437957763672 32.084004402160645 109.17662334442139
22.461793581644695 31.99431562423706 102.7764458656311
23.886371612548828 32.142438888549805 111.17579078674316
22.16545804341634 32.059288024902344 100.9334602355957
23.542760213216145 32.14570760726929 109.11085367202759
25.67743460337321 32.11574077606201 121.94886684417725
23.43311373392741 32.09295415878296 108.5057282447815
23.05612309773763 32.0865797996521 106.25015878677368
25.55680751800537 32.14267015457153 121.1981749534607
26.409919102986652 32.09786128997803 126.3616533279419
23.631673177083332 32.076815605163574 109.71322345733643
24.368125279744465 32.04180097579956 114.16695070266724
23.73565928141276 32.003535747528076 110.41041994094849
24.66180960337321 32.12092924118042 115.84992837905884
21.854525883992512 32.10168170928955 99.02547359466553
21.891547838846844 32.12161827087402 99.22766876220703
22.316033681233723 32.071584701538086 101.82461738586426
23.586028734842937 31.93770456314087 109.57846784591675
24.024813969930012 32.12840175628662 112.02048206329346
24.65533701578776 32.08805274963379 115.84396934509277
22.80332851409912 32.04434823989868 104.77562284469604
23.978005091349285 32.020745277404785 111.84728527069092
24.244621594746906 32.05836200714111 113.40936756134033
21.776217778523762 32.16711950302124 98.49018716812134
21.884982426961262 31.928252696990967 99.38164186477661
23.584864298502605 32.079030990600586 109.43015480041504
22.911330223083496 32.02646207809448 105.4415192604065
21.24251079559326 32.12244367599487 95.3326210975647
23.901824633280437 32.12117576599121 111.2897720336914
21.942472139994305 32.02423095703125 99.63060188293457
22.120153427124023 32.0800518989563 100.64086866378784
23.55688699086507 31.97519302368164 109.36612892150879
22.121373494466145 32.05921125411987 100.669029712677
23.059289932250977 31.960392475128174 106.39534711837769
25.197111129760742 32.08073854446411 119.10192823410034
24.24841372172038 32.085482120513916 113.40500020980835
23.740066210428875 32.05984354019165 110.38055372238159
23.139719009399414 31.950867176055908 106.88744688034058
24.5443213780721 32.06889486312866 115.19703340530396
23.059864044189453 32.03481912612915 106.32436513900757
22.51452414194743 32.05534362792969 103.03180122375488
24.083325386047363 32.05251455307007 112.44743776321411
24.491064071655273 32.01177453994751 114.93460988998413
24.062231699625652 31.988616943359375 112.38477325439453
22.982897122701008 32.03399896621704 105.86338376998901
23.87361176808675 32.003310203552246 111.23836040496826
22.943379402160645 31.928242683410645 105.73203372955322
23.57039515177409 32.05306053161621 109.36931037902832
21.68688710530599 31.983840942382812 98.13748168945312
21.906673431396484 32.060033321380615 99.38000726699829
24.489717483520508 32.036656856536865 114.90164804458618
22.47451337178548 32.009263038635254 102.83781719207764
24.611576716105144 31.968385219573975 115.70107507705688
23.33833185831706 31.96442985534668 108.06556129455566
24.44460678100586 31.99851655960083 114.66912412643433
23.182486534118652 32.07118272781372 107.0237364768982
25.719835599263508 32.07446050643921 122.24455308914185
23.578617413838703 32.02494287490845 109.44676160812378
22.083585739135742 32.008254528045654 100.4932599067688
22.545305252075195 31.991915225982666 103.2799162864685
21.970184961954754 31.952856063842773 99.86825370788574
23.45826594034831 32.01963233947754 108.7299633026123
23.15325864156087 31.921311378479004 106.99824047088623
21.37574005126953 31.9627423286438 96.29169797897339
22.73261483510335 31.930437088012695 104.46525192260742
23.348482131958008 31.910852432250977 108.18004035949707
23.20007038116455 31.98462438583374 107.21579790115356
24.322447141011555 32.02448034286499 113.91020250320435
24.102362950642902 32.04078722000122 112.5733904838562
22.048022270202637 31.999269485473633 100.28886413574219
25.11447302500407 31.93844223022461 118.7483959197998
23.207633018493652 32.00588130950928 107.23991680145264
22.243708928426106 31.961185455322266 101.50106811523438
22.479405403137207 31.990084648132324 102.88634777069092
22.552241961161297 32.05162572860718 103.2618260383606
23.31340154012044 31.982306003570557 107.8981032371521
24.395943641662598 32.01804542541504 114.35761642456055
26.291082700093586 31.909162521362305 125.83733367919922
23.893630027770996 31.924598217010498 111.43718194961548
22.657272338867188 31.9162015914917 104.02743244171143
27.451098759969074 31.955214977264404 132.75137758255005
28.242002487182617 31.9115252494812 137.5404896736145
28.582603454589844 31.963993072509766 139.5316276550293
23.773190180460613 31.9193696975708 110.71977138519287
22.8467280069987 31.913576126098633 105.16679191589355
24.87718391418457 31.978833198547363 117.28427028656006
24.20840899149577 32.055723667144775 113.19473028182983
25.470712661743164 31.954898357391357 120.86937761306763
22.29927349090576 31.928650379180908 101.86699056625366
22.36921723683675 31.87688636779785 102.33841705322266
23.823919614156086 31.92708683013916 111.01643085479736
25.46321900685628 31.85857343673706 120.92074060440063
25.043381690979004 31.99307155609131 118.26721858978271
22.510518074035645 31.924381732940674 103.1387267112732
25.976762453715008 32.00416421890259 123.85641050338745
22.055122057596844 31.965320110321045 100.36541223526001
27.371423721313477 32.00254249572754 132.22599983215332
23.226670265197754 32.029996395111084 107.33002519607544
23.01004441579183 31.952370166778564 106.10789632797241
26.095247904459637 31.930436611175537 124.64105081558228
24.04355525970459 31.974279403686523 112.28705215454102
25.053852081298828 31.976674556732178 118.34643793106079
22.77211634318034 31.973600387573242 104.65909767150879
25.798462231953938 32.020628452301025 122.77014493942261
24.67706871032715 31.859520435333252 116.20289182662964
23.984347343444824 31.9465012550354 111.95958280563354
25.46337095896403 31.910000324249268 120.87022542953491
24.55689239501953 31.849323749542236 115.49203062057495
26.477087020874023 31.96568775177002 126.89683437347412
25.09426784515381 31.92560863494873 118.63999843597412
25.357317288716633 31.917402267456055 120.22650146484375
20.95797348022461 31.989724159240723 93.75811672210693
23.56576633453369 31.9261417388916 109.46845626831055
20.854179700215656 31.874557495117188 93.25052070617676
25.5759859085083 32.01882791519165 121.43708753585815
23.708402633666992 31.971367835998535 110.27904796600342
24.587784131368 31.847897052764893 115.67880773544312
24.473570505777996 31.930187702178955 114.91123533248901
23.555972417195637 31.882874965667725 109.4529595375061
25.233486493428547 31.87114906311035 119.52976989746094
24.379531542460125 31.85267210006714 114.4245171546936
25.664350827534992 31.88734006881714 122.09876489639282
25.81441020965576 31.889084339141846 122.99737691879272
24.861998240152996 31.867854595184326 117.30413484573364
24.57249132792155 31.950578689575195 115.4843692779541
25.38791052500407 31.88787317276001 120.4395899772644
25.370092391967773 31.9284725189209 120.29208183288574
26.649521827697754 32.09024667739868 127.80688428878784
22.607645988464355 32.003079891204834 103.6427960395813
22.976465543111164 31.931382179260254 105.92741107940674
23.08153247833252 31.906423568725586 106.58277130126953
23.489705721537273 31.88712787628174 109.0511064529419
24.182507197062176 31.78773593902588 113.30730724334717
24.037493387858074 31.816309452056885 112.40865087509155
23.178951263427734 31.842265605926514 107.23144197463989
24.972021738688152 31.86519956588745 117.96693086624146
23.5971523920695 31.83125877380371 109.75165557861328
26.56825606028239 31.88241672515869 127.52711963653564
27.105311075846355 31.89821434020996 130.73365211486816
24.236796379089355 31.904921531677246 113.51585674285889
22.435646057128906 31.95045757293701 102.66341876983643
24.875444094340008 31.776679515838623 117.47598505020142
25.015908241271973 31.87394380569458 118.22150564193726
23.229942957560223 31.8482666015625 107.53139114379883
25.92042859395345 31.921138763427734 123.60143280029297
24.100842475891113 31.870028018951416 112.73502683639526
24.355339686075848 31.856233596801758 114.27580451965332
23.887464205423992 31.92434310913086 111.40044212341309
25.201207796732586 31.86732292175293 119.33992385864258
23.99876658121745 31.84484100341797 112.14775848388672
26.48145802815755 31.85330104827881 127.0354471206665
23.775580724080402 31.811458110809326 110.8420262336731
24.31713930765788 31.80228090286255 114.10055494308472
25.389191309611004 31.989999771118164 120.34514808654785
24.784741083780926 31.93662118911743 116.77182531356812
25.77308718363444 31.878817081451416 122.75970602035522
24.148582140604656 31.91116428375244 112.98032855987549
25.78027121225993 31.86042022705078 122.82120704650879
24.77227020263672 31.913463592529297 116.72015762329102
23.794723510742188 31.826502799987793 110.94183826446533
26.285412152608234 31.880366802215576 125.83210611343384
25.89492130279541 31.844358921051025 123.52516889572144
24.593736330668133 31.924092769622803 115.63832521438599
22.859263737996418 31.822604656219482 105.33297777175903
22.831921259562176 31.846993923187256 105.14453363418579
23.050199508666992 31.875418186187744 106.42577886581421
23.94422181447347 31.86013126373291 111.80519962310791
23.78061644236247 31.874253749847412 110.80944490432739
23.013855298360188 31.72783899307251 106.35529279708862
23.406086285909016 31.894207000732422 108.54231071472168
24.289931933085125 31.784775733947754 113.95481586456299
22.660374641418457 31.71826457977295 104.2439832687378
24.850196202596027 31.83170986175537 117.2694673538208
24.707093874613445 31.867087364196777 116.37547588348389
23.636871337890625 31.835636138916016 109.98559188842773
23.090972264607746 31.710740566253662 106.83509302139282
25.664560953776043 31.805298328399658 122.18206739425659
25.302775700887043 31.853196620941162 119.9634575843811
27.333983103434246 31.82866096496582 132.17523765563965
24.716421445210774 31.93447732925415 116.3640513420105
23.84309260050456 31.784488201141357 111.27406740188599
23.3241179784139 31.813730239868164 108.13097763061523
21.743353525797527 31.83195972442627 98.62816143035889
22.86372248331706 31.835800647735596 105.34653425216675
23.025737762451172 31.750662326812744 106.40376424789429
24.219218254089355 31.90252447128296 113.41278505325317
24.096036275227863 31.731804370880127 112.84441328048706
24.34821605682373 31.7472505569458 114.34204578399658
22.088095664978027 31.77573585510254 100.75283813476562
23.87756633758545 31.801263332366943 111.46413469314575
25.52967580159505 31.77010488510132 121.407949924469
26.000780423482258 31.852233409881592 124.15244913101196
24.370343526204426 31.82829236984253 114.39376878738403
24.83392333984375 31.81809902191162 117.18544101715088
24.128568649291992 31.818068504333496 112.95334339141846
22.86336390177409 31.88310956954956 105.29707384109497
25.61082108815511 31.855129718780518 121.80979681015015
24.652638753255207 31.8656587600708 116.05017375946045
23.370825449625652 31.805878162384033 108.41907453536987
23.914716720581055 31.8677339553833 111.62056636810303
23.680105209350586 31.85800838470459 110.22262287139893
27.026878039042156 31.817732334136963 130.34353590011597
24.12977123260498 31.73214292526245 113.04648447036743
24.680805842081707 31.671709060668945 116.41312599182129
25.234941164652508 31.770514011383057 119.63913297653198
25.41656239827474 31.73416042327881 120.76521396636963
23.463093121846516 31.851614475250244 108.92694425582886
25.548012415568035 31.70759630203247 121.58047819137573
25.922561645507812 31.861254692077637 123.67411518096924
27.644939104715984 31.816157817840576 134.05347681045532
25.760799725850422 31.75662326812744 122.8081750869751
23.91077168782552 31.749144554138184 111.71548557281494
23.905553499857586 31.761735439300537 111.67158555984497
24.65651003519694 31.844860553741455 116.09419965744019
23.32742182413737 31.699381828308105 108.26514911651611
23.08995787302653 31.806196212768555 106.73355102539062
25.026954650878906 31.78673219680786 118.37499570846558
27.240631103515625 31.811720848083496 131.63206577301025
26.536597569783527 31.76944589614868 127.45013952255249
26.59327220916748 31.73324966430664 127.82638359069824
25.422492027282715 31.786248683929443 120.74870347976685
27.362538019816082 31.833641529083252 132.34158658981323
27.369171142578125 31.813237190246582 132.40178966522217
26.030452728271484 31.762673377990723 124.42004299163818
27.93806807200114 31.738319396972656 135.89008903503418
25.418228149414062 31.8141508102417 120.69521808624268
27.925625165303547 31.833110809326172 135.72064018249512
24.91340700785319 31.707518100738525 117.77292394638062
26.21199607849121 31.77756643295288 125.49441003799438
25.1550776163737 31.709503173828125 119.22096252441406
26.14628537495931 31.81102228164673 125.06668996810913
24.071214358011883 31.757806301116943 112.66947984695435
26.38690948486328 31.80706787109375 126.51438903808594
26.38941192626953 31.833985805511475 126.50248575210571
27.65380605061849 31.69872283935547 134.22411346435547
26.860313415527344 31.73882484436035 129.4230556488037
27.572429339090984 31.70305824279785 133.73151779174805
25.150421142578125 31.791428565979004 119.11109828948975
27.596831639607746 31.749497413635254 133.83149242401123
27.021070162455242 31.82698106765747 130.29943990707397
30.183716773986816 31.762170791625977 149.34012985229492
25.84238115946452 31.781500816345215 123.2727861404419
23.409292538960774 31.811188220977783 108.64456701278687
